Disaster_ID,Disaster_Type,Location,Magnitude,Date,Fatalities,Economic_Loss_in_Million_$,Buildings collapsed,probability
2146,Hurricane,Brazil,4.258216849,1996,1,521,N/A,N/A
2147,Wildfire,Japan,3.522769234,2002,1,290,N/A,N/A
2148,Wildfire,Indonesia,6.953013659,2000,2,352,N/A,N/A
2149,Tornado,Brazil,8.998359051,2004,0,481,N/A,N/A
2150,Hurricane,USA,8.719088607,2019,0,3567,N/A,N/A
2151,Flood,USA,9.947764373,1997,36,1933,N/A,N/A
2152,Tornado,India,9.571230448,1995,35,649,N/A,N/A
2153,Earthquake,Japan,6.675479821,2006,0,1244,N/A,N/A
2154,Earthquake,Indonesia,2.434155101,1995,2,214,N/A,N/A
2155,Wildfire,India,2.769979518,1996,3,247,N/A,N/A
2156,Flood,Indonesia,9.503349284,2005,4,742,N/A,N/A
2157,Wildfire,Japan,5.285310192,2018,0,677,N/A,N/A
2158,Wildfire,Brazil,6.547544233,2009,0,532,N/A,N/A
2159,Flood,Indonesia,3.151112148,2010,0,226,N/A,N/A
2160,Flood,Indonesia,3.280173156,2002,2,211,N/A,N/A
2161,Earthquake,China,2.544675738,2001,1,578,N/A,N/A
2162,Wildfire,Japan,5.439878277,2011,0,514,N/A,N/A
2163,Hurricane,China,8.233020271,1993,38,1497,N/A,N/A
2164,Earthquake,Indonesia,1.07930289,2018,2,133,N/A,N/A
2165,Earthquake,Indonesia,6.750161967,2014,2,890,N/A,N/A
2166,Earthquake,Brazil,4.350763142,1994,1,502,N/A,N/A
2167,Flood,USA,6.253560014,1990,0,999,N/A,N/A
2168,Wildfire,USA,1.529830539,2019,1,356,N/A,N/A
2169,Earthquake,Japan,5.28902939,2014,1,986,N/A,N/A
2170,Tornado,India,7.31718873,1990,34,414,N/A,N/A
2171,Flood,China,3.26557066,1995,2,483,N/A,N/A
2172,Earthquake,Japan,1.456762484,2001,0,245,N/A,N/A
2173,Wildfire,Japan,8.269750934,1996,0,672,N/A,N/A
2174,Hurricane,USA,3.471336834,1990,1,724,N/A,N/A
2175,Tornado,USA,5.006811286,2016,0,769,N/A,N/A
2176,Wildfire,USA,1.568766878,2011,1,309,N/A,N/A
2177,Flood,Brazil,3.482142118,2006,0,365,N/A,N/A
2178,Tornado,Brazil,8.578700632,2011,25,537,N/A,N/A
2179,Hurricane,Japan,7.612997374,2013,2,1467,N/A,N/A
2180,Tornado,Indonesia,9.863187162,2018,40,516,N/A,N/A
2181,Flood,Indonesia,7.278459163,2005,29,533,N/A,N/A
2182,Earthquake,Japan,0.7107363,1998,1,105,N/A,N/A
2183,Flood,Indonesia,1.981789887,2006,0,144,N/A,N/A
2184,Hurricane,Indonesia,4.541678495,2014,2,529,N/A,N/A
2185,Flood,Japan,5.207512281,2004,0,618,N/A,N/A
2186,Hurricane,India,8.300811921,1993,22,1186,N/A,N/A
2187,Wildfire,Indonesia,6.589558798,2000,2,373,N/A,N/A
2188,Hurricane,Indonesia,8.145004175,2010,24,869,N/A,N/A
2189,Flood,USA,1.301559267,2001,2,234,N/A,N/A
2190,Wildfire,USA,1.778011638,2005,0,326,N/A,N/A
2191,Earthquake,Brazil,6.784627883,2012,2,1242,N/A,N/A
2192,Flood,Indonesia,9.462522771,2016,24,849,N/A,N/A
2193,Wildfire,India,5.527049767,2001,0,515,N/A,N/A
2194,Flood,Indonesia,1.062830851,1995,3,58,N/A,N/A
2195,Tornado,India,4.005503864,2003,0,297,N/A,N/A
2196,Wildfire,India,8.025796301,2015,2,1012,N/A,N/A
2197,Hurricane,Japan,4.299657504,2009,0,705,N/A,N/A
2198,Flood,Brazil,9.997422911,2012,3,1052,N/A,N/A
2199,Tornado,China,5.862166655,1996,0,506,N/A,N/A
2200,Flood,Indonesia,5.205607318,2017,0,490,N/A,N/A
2201,Wildfire,Japan,1.129014067,2000,0,98,N/A,N/A
2202,Wildfire,China,7.593632498,2003,20,1070,N/A,N/A
2203,Tornado,USA,2.000572667,2008,1,265,N/A,N/A
2204,Flood,China,2.106284647,2014,3,455,N/A,N/A
2205,Wildfire,India,2.738792547,1997,1,241,N/A,N/A
2206,Wildfire,China,9.464761467,1990,36,934,N/A,N/A
2207,Earthquake,Brazil,6.306369081,2013,1,1096,N/A,N/A
2208,Flood,Indonesia,5.504931586,2018,2,538,N/A,N/A
2209,Wildfire,China,4.399769989,1995,2,442,N/A,N/A
2210,Earthquake,Indonesia,4.524604862,2014,1,609,N/A,N/A
2211,Hurricane,Indonesia,4.37540715,1994,3,349,N/A,N/A
2212,Tornado,Indonesia,5.57177631,2010,2,254,N/A,N/A
2213,Flood,Indonesia,9.52915028,2008,35,710,N/A,N/A
2214,Wildfire,Brazil,9.148419302,1997,0,637,N/A,N/A
2215,Tornado,Indonesia,9.640808456,2018,2,492,N/A,N/A
2216,Tornado,China,7.636046066,1993,22,652,N/A,N/A
2217,Hurricane,Brazil,7.436879022,2018,26,1291,N/A,N/A
2218,Flood,Japan,5.841807841,1998,0,618,N/A,N/A
2219,Flood,China,9.112317407,1997,1,1425,N/A,N/A
2220,Earthquake,India,5.530342687,1994,3,778,N/A,N/A
2221,Wildfire,USA,5.379002541,2001,0,781,N/A,N/A
2222,Earthquake,Indonesia,4.108405006,1992,2,310,N/A,N/A
2223,Flood,Indonesia,3.675989685,1998,2,216,N/A,N/A
2224,Hurricane,India,2.669238237,1993,4,332,N/A,N/A
2225,Tornado,India,8.268762778,2001,33,594,N/A,N/A
2226,Earthquake,Brazil,2.621804439,2008,3,450,N/A,N/A
2227,Tornado,India,5.58515002,2001,2,389,N/A,N/A
2228,Flood,Indonesia,8.630800242,2014,30,718,N/A,N/A
2229,Flood,USA,5.319659278,1998,1,1060,N/A,N/A
2230,Flood,USA,4.651320995,1993,0,731,N/A,N/A
2231,Wildfire,Brazil,4.598531257,2001,3,315,N/A,N/A
2232,Flood,Brazil,2.62019801,2002,1,265,N/A,N/A
2233,Flood,Brazil,3.050469004,2010,2,359,N/A,N/A
2234,Flood,China,5.495123096,2006,2,922,N/A,N/A
2235,Flood,USA,2.843907867,2009,0,661,N/A,N/A
2236,Wildfire,Brazil,3.838364307,2016,1,351,N/A,N/A
2237,Tornado,Japan,3.404238396,1992,1,158,N/A,N/A
2238,Hurricane,USA,5.799648875,2004,0,1789,N/A,N/A
2239,Tornado,Indonesia,9.682804809,1992,24,335,N/A,N/A
2240,Earthquake,India,1.090135753,2003,2,188,N/A,N/A
2241,Earthquake,China,1.87111114,1992,1,385,N/A,N/A
2242,Earthquake,Japan,1.245834948,2000,0,181,N/A,N/A
2243,Earthquake,Japan,1.859168726,2016,1,432,N/A,N/A
2244,Earthquake,Japan,1.141243089,2000,1,185,N/A,N/A
2245,Wildfire,Brazil,5.791510353,1993,0,336,N/A,N/A
2246,Hurricane,Japan,7.895797589,2017,23,1735,N/A,N/A
2247,Hurricane,Indonesia,8.794840841,2003,33,890,N/A,N/A
2248,Wildfire,Indonesia,8.36877245,1991,2,320,N/A,N/A
2249,Flood,India,8.019347579,2006,27,1149,N/A,N/A
2250,Wildfire,Japan,4.48424125,1993,0,282,N/A,N/A
2251,Earthquake,Brazil,5.530635457,2004,2,799,N/A,N/A
2252,Hurricane,Indonesia,3.107900542,1998,1,284,N/A,N/A
2253,Hurricane,China,5.798674216,1994,1,1136,N/A,N/A
2254,Tornado,Japan,9.474134665,1998,27,536,N/A,N/A
2255,Tornado,Brazil,7.278854797,1992,0,312,N/A,N/A
2256,Wildfire,USA,9.600328259,2002,39,1509,N/A,N/A
2257,Earthquake,Indonesia,3.656309605,1997,3,357,N/A,N/A
2258,Tornado,Brazil,5.986382343,2008,3,421,N/A,N/A
2259,Tornado,USA,2.847903099,2016,0,476,N/A,N/A
2260,Tornado,Japan,7.990062546,1995,40,413,N/A,N/A
2261,Hurricane,Japan,4.168777376,2015,0,800,N/A,N/A
2262,Earthquake,USA,2.713824542,2010,0,1040,N/A,N/A
2263,Tornado,USA,6.118748019,1991,0,521,N/A,N/A
2264,Hurricane,Indonesia,8.638159663,2018,4,1078,N/A,N/A
2265,Hurricane,Brazil,6.405011653,1997,1,689,N/A,N/A
2266,Flood,Brazil,5.187992367,2004,1,496,N/A,N/A
2267,Flood,USA,5.21057755,2019,1,1443,N/A,N/A
2268,Tornado,China,4.87036201,1995,1,399,N/A,N/A
2269,Earthquake,Japan,5.623088141,1998,0,915,N/A,N/A
2270,Hurricane,USA,5.774866982,2019,0,2325,N/A,N/A
2271,Wildfire,Japan,8.600482702,1999,2,696,N/A,N/A
2272,Wildfire,USA,2.809978064,2001,0,443,N/A,N/A
2273,Earthquake,China,5.18831882,1998,0,1223,N/A,N/A
2274,Tornado,India,4.036475811,2019,2,372,N/A,N/A
2275,Tornado,India,5.786878158,1997,1,341,N/A,N/A
2276,Wildfire,India,5.570772288,2001,1,535,N/A,N/A
2277,Wildfire,USA,6.433664635,1991,0,734,N/A,N/A
2278,Tornado,India,7.543939436,2007,21,590,N/A,N/A
2279,Hurricane,China,6.897113941,2010,2,1977,N/A,N/A
2280,Tornado,Japan,7.551830595,1991,30,376,N/A,N/A
2281,Hurricane,Indonesia,8.032450527,1995,1,623,N/A,N/A
2282,Hurricane,China,2.581318506,2007,3,705,N/A,N/A
2283,Tornado,Indonesia,5.851375278,2018,2,345,N/A,N/A
2284,Flood,Japan,4.020306502,2018,0,602,N/A,N/A
2285,Tornado,Indonesia,9.909923355,2012,28,507,N/A,N/A
2286,Earthquake,China,1.052116945,2001,1,258,N/A,N/A
2287,Hurricane,China,9.390487231,2012,22,2546,N/A,N/A
2288,Tornado,India,3.082362896,1999,1,214,N/A,N/A
2289,Flood,India,5.171065242,2019,2,906,N/A,N/A
2290,Flood,Indonesia,3.250393118,2006,1,232,N/A,N/A
2291,Hurricane,USA,6.079278254,2017,1,2372,N/A,N/A
2292,Hurricane,Japan,8.575627665,1991,0,915,N/A,N/A
2293,Flood,Brazil,4.509257713,2005,1,489,N/A,N/A
2294,Wildfire,USA,7.758310323,2013,1,1693,N/A,N/A
2295,Wildfire,China,2.85042586,2005,0,421,N/A,N/A
2296,Flood,India,7.535276412,2015,4,1255,N/A,N/A
2297,Tornado,USA,3.755295459,2013,0,568,N/A,N/A
2298,Wildfire,India,2.668091053,2019,2,359,N/A,N/A
2299,Earthquake,India,3.577669825,1997,2,527,N/A,N/A
2300,Tornado,India,6.885759702,2015,0,689,N/A,N/A
2301,Tornado,India,2.47735447,2018,2,241,N/A,N/A
2302,Wildfire,Brazil,1.085265222,2005,1,89,N/A,N/A
2303,Flood,Brazil,3.177340969,2018,1,432,N/A,N/A
2304,Wildfire,Japan,8.640571358,2017,0,929,N/A,N/A
2305,Hurricane,Brazil,9.037709331,2016,3,1491,N/A,N/A
2306,Tornado,India,7.544027499,1996,1,433,N/A,N/A
2307,Wildfire,USA,8.978739517,2017,20,2092,N/A,N/A
2308,Flood,Indonesia,5.466628505,2019,1,465,N/A,N/A
2309,Flood,USA,2.480808519,2013,1,649,N/A,N/A
2310,Flood,China,1.158478075,1995,1,154,N/A,N/A
2311,Flood,India,8.89442169,2010,28,1194,N/A,N/A
2312,Earthquake,USA,1.482608362,2006,1,484,N/A,N/A
2313,Hurricane,India,7.222456699,1993,28,1047,N/A,N/A
2314,Wildfire,USA,7.989998529,2012,31,1471,N/A,N/A
2315,Earthquake,USA,4.553804145,2005,1,1434,N/A,N/A
2316,Hurricane,Indonesia,2.087217003,2007,2,225,N/A,N/A
2317,Earthquake,USA,4.0075079,2014,1,1387,N/A,N/A
2318,Hurricane,China,7.134726559,1992,1,1394,N/A,N/A
2319,Tornado,Brazil,1.921572778,2017,1,151,N/A,N/A
2320,Flood,Brazil,5.016570273,2005,0,491,N/A,N/A
2321,Flood,Brazil,5.673303993,2018,1,764,N/A,N/A
2322,Hurricane,Indonesia,5.095031385,2018,0,598,N/A,N/A
2323,Hurricane,Indonesia,7.615373245,2018,40,987,N/A,N/A
2324,Earthquake,China,6.013000376,2011,2,1647,N/A,N/A
2325,Tornado,China,1.050955038,2012,3,114,N/A,N/A
2326,Earthquake,India,4.173596864,2009,1,826,N/A,N/A
2327,Wildfire,India,2.307644657,2010,0,249,N/A,N/A
2328,Tornado,Brazil,9.673808775,2007,25,627,N/A,N/A
2329,Earthquake,India,2.492484173,2015,3,580,N/A,N/A
2330,Flood,Brazil,8.840503898,2009,1,1013,N/A,N/A
2331,Wildfire,China,7.516683018,2008,0,1095,N/A,N/A
2332,Wildfire,USA,8.412548435,1992,0,1047,N/A,N/A
2333,Earthquake,India,5.477354494,2015,0,1253,N/A,N/A
2334,Wildfire,China,7.10004101,2009,39,990,N/A,N/A
2335,Earthquake,China,1.49833875,1991,1,282,N/A,N/A
2336,Earthquake,Japan,6.979655233,2015,0,1444,N/A,N/A
2337,Tornado,Brazil,7.419405833,1991,24,323,N/A,N/A
2338,Tornado,Brazil,6.804218532,2016,1,551,N/A,N/A
2339,Earthquake,China,5.150484933,2011,2,1493,N/A,N/A
2340,Wildfire,Indonesia,7.180412851,2000,29,382,N/A,N/A
2341,Flood,China,6.845656982,2003,2,1134,N/A,N/A
2342,Flood,Japan,7.438144278,1991,1,653,N/A,N/A
2343,Flood,India,6.30442772,1998,2,735,N/A,N/A
2344,Wildfire,USA,8.98468543,2014,0,1764,N/A,N/A
2345,Hurricane,USA,8.779098551,2015,39,3384,N/A,N/A
2346,Earthquake,Brazil,0.743984934,2001,2,111,N/A,N/A
2347,Earthquake,China,3.723435468,2017,3,1206,N/A,N/A
2348,Tornado,Brazil,9.77275814,2006,0,654,N/A,N/A
2349,Earthquake,India,5.427464509,2007,3,1082,N/A,N/A
2350,Hurricane,Japan,3.283874067,2003,2,516,N/A,N/A
2351,Earthquake,Indonesia,2.143736792,1999,2,219,N/A,N/A
2352,Tornado,India,6.389742924,2007,1,540,N/A,N/A
2353,Tornado,Brazil,7.532381109,2010,0,529,N/A,N/A
2354,Hurricane,China,5.22864041,1998,0,1030,N/A,N/A
2355,Tornado,Japan,8.622308983,1994,35,433,N/A,N/A
2356,Flood,USA,4.510591694,2014,0,1204,N/A,N/A
2357,Tornado,Brazil,9.90473498,2013,35,763,N/A,N/A
2358,Hurricane,Brazil,9.027697713,1995,26,980,N/A,N/A
2359,Wildfire,China,4.339933456,1997,1,541,N/A,N/A
2360,Earthquake,Indonesia,2.60852622,2015,0,323,N/A,N/A
2361,Hurricane,Brazil,7.496488796,2014,3,1179,N/A,N/A
2362,Wildfire,USA,3.115423795,1993,0,391,N/A,N/A
2363,Flood,Japan,2.92498936,1996,1,267,N/A,N/A
2364,Wildfire,Indonesia,5.086713371,2009,2,340,N/A,N/A
2365,Flood,Japan,7.736205309,1999,34,730,N/A,N/A
2366,Tornado,Brazil,8.187413606,2004,1,514,N/A,N/A
2367,Earthquake,Brazil,1.8836484,1991,2,210,N/A,N/A
2368,Wildfire,Brazil,5.577122105,2016,1,586,N/A,N/A
2369,Hurricane,Brazil,4.70336852,1998,3,563,N/A,N/A
2370,Hurricane,China,6.486320005,2010,3,1733,N/A,N/A
2371,Hurricane,USA,6.46446674,1990,0,1309,N/A,N/A
2372,Earthquake,China,1.317234995,2017,0,413,N/A,N/A
2373,Flood,Indonesia,7.283368598,2014,2,607,N/A,N/A
2374,Flood,Japan,8.609058503,2013,26,1063,N/A,N/A
2375,Flood,Brazil,7.500782532,2003,2,715,N/A,N/A
2376,Tornado,Japan,7.260347267,1998,0,392,N/A,N/A
2377,Earthquake,India,1.046010357,2015,4,253,N/A,N/A
2378,Tornado,USA,5.384205322,2011,0,830,N/A,N/A
2379,Wildfire,India,1.110912639,2010,5,129,N/A,N/A
2380,Hurricane,USA,3.6638178,1992,2,890,N/A,N/A
2381,Tornado,India,9.968192289,1992,2,592,N/A,N/A
2382,Earthquake,Japan,4.59305417,1992,1,565,N/A,N/A
2383,Flood,USA,5.043286943,2006,1,1200,N/A,N/A
2384,Earthquake,India,3.938291642,2012,2,858,N/A,N/A
2385,Tornado,Brazil,3.529995691,2007,0,206,N/A,N/A
2386,Earthquake,Indonesia,1.756042188,2011,1,218,N/A,N/A
2387,Hurricane,Brazil,6.275879223,1999,1,712,N/A,N/A
2388,Flood,Brazil,7.700152668,2011,37,844,N/A,N/A
2389,Wildfire,USA,8.273369263,1992,31,1102,N/A,N/A
2390,Flood,Brazil,8.629531921,2007,30,849,N/A,N/A
2391,Tornado,India,1.556134153,1993,2,97,N/A,N/A
2392,Wildfire,India,3.708719275,2000,2,331,N/A,N/A
2393,Earthquake,Japan,2.99845894,1999,0,486,N/A,N/A
2394,Wildfire,India,9.617797501,2015,26,1248,N/A,N/A
2395,Tornado,USA,3.299621637,1996,1,373,N/A,N/A
2396,Earthquake,Indonesia,4.478555713,2011,1,548,N/A,N/A
2397,Hurricane,Brazil,5.911068458,2002,1,801,N/A,N/A
2398,Flood,India,8.336036796,1990,22,744,N/A,N/A
2399,Flood,Japan,7.687371726,2002,1,832,N/A,N/A
2400,Wildfire,USA,6.658719405,1997,1,956,N/A,N/A
2401,Earthquake,Japan,4.572099255,1995,0,575,N/A,N/A
2402,Flood,China,1.857576046,1990,0,213,N/A,N/A
2403,Wildfire,USA,6.864531832,2008,1,1139,N/A,N/A
2404,Flood,India,6.555473216,2011,2,869,N/A,N/A
2405,Tornado,Brazil,6.203957972,2012,1,468,N/A,N/A
2406,Flood,USA,3.203398614,2016,0,792,N/A,N/A
2407,Tornado,Indonesia,1.544466431,2009,2,65,N/A,N/A
2408,Wildfire,USA,5.658358365,1992,0,660,N/A,N/A
2409,Tornado,China,5.51092568,2008,2,661,N/A,N/A
2410,Wildfire,USA,3.431423236,2011,1,636,N/A,N/A
2411,Earthquake,Indonesia,1.562200406,2005,1,167,N/A,N/A
2412,Flood,Japan,5.28959405,1995,0,478,N/A,N/A
2413,Hurricane,China,9.512910843,2010,20,2494,N/A,N/A
2414,Tornado,Japan,3.401106995,2001,0,224,N/A,N/A
2415,Wildfire,China,7.15062173,2014,0,1264,N/A,N/A
2416,Flood,Japan,5.964008201,1994,1,561,N/A,N/A
2417,Tornado,Brazil,8.36374284,2006,25,568,N/A,N/A
2418,Wildfire,China,4.669826196,2011,0,776,N/A,N/A
2419,Flood,USA,1.4574261,2015,1,363,N/A,N/A
2420,Flood,India,5.630172538,2017,2,877,N/A,N/A
2421,Hurricane,USA,2.090248901,1994,0,500,N/A,N/A
2422,Flood,USA,8.989216103,1991,1,1362,N/A,N/A
2423,Flood,China,3.48737085,1999,2,582,N/A,N/A
2424,Tornado,USA,6.793000035,2008,1,994,N/A,N/A
2425,Earthquake,Brazil,3.907916157,2019,0,693,N/A,N/A
2426,Flood,Indonesia,1.388378998,1995,1,85,N/A,N/A
2427,Flood,Indonesia,9.585935734,2018,1,948,N/A,N/A
2428,Earthquake,USA,5.997330278,2003,0,1785,N/A,N/A
2429,Earthquake,USA,2.180240648,1994,0,538,N/A,N/A
2430,Earthquake,Japan,2.757082166,2010,0,492,N/A,N/A
2431,Earthquake,China,6.039245766,1998,1,1469,N/A,N/A
2432,Wildfire,Brazil,7.012663602,2015,1,666,N/A,N/A
2433,Tornado,Japan,6.919993815,2007,1,468,N/A,N/A
2434,Earthquake,Indonesia,4.562802195,2017,3,571,N/A,N/A
2435,Wildfire,Indonesia,2.992203119,2002,3,165,N/A,N/A
2436,Tornado,USA,3.01915429,1998,0,335,N/A,N/A
2437,Earthquake,Japan,3.913651122,2004,1,695,N/A,N/A
2438,Tornado,India,2.217175146,2013,1,200,N/A,N/A
2439,Hurricane,India,9.714163768,2012,1,2126,N/A,N/A
2440,Hurricane,India,8.403713413,2002,3,1377,N/A,N/A
2441,Tornado,Brazil,8.927425634,2009,0,556,N/A,N/A
2442,Hurricane,Indonesia,2.463066124,2013,1,307,N/A,N/A
2443,Hurricane,USA,5.109427766,2002,1,1404,N/A,N/A
2444,Earthquake,Brazil,2.578824618,2017,1,440,N/A,N/A
2445,Wildfire,Brazil,1.494930646,2000,0,102,N/A,N/A
2446,Wildfire,China,7.320916297,2001,30,1009,N/A,N/A
2447,Flood,India,2.627179891,1996,0,279,N/A,N/A
2448,Earthquake,Japan,6.571892919,2010,0,1156,N/A,N/A
2449,Earthquake,Japan,4.840516594,2006,1,857,N/A,N/A
2450,Wildfire,India,5.306563883,2011,2,666,N/A,N/A
2451,Tornado,USA,1.144065606,2011,0,180,N/A,N/A
2452,Flood,Indonesia,3.881590748,2003,0,276,N/A,N/A
2453,Earthquake,Brazil,1.862554623,2009,0,327,N/A,N/A
2454,Earthquake,India,5.728008999,2000,2,1052,N/A,N/A
2455,Wildfire,China,3.500338436,2007,0,526,N/A,N/A
2456,Flood,USA,6.168405374,1997,0,1153,N/A,N/A
2457,Flood,Indonesia,1.895092635,2000,1,114,N/A,N/A
2458,Hurricane,India,1.294818906,1996,2,187,N/A,N/A
2459,Tornado,Brazil,7.893418539,2010,0,502,N/A,N/A
2460,Tornado,Brazil,5.377129768,2011,0,380,N/A,N/A
2461,Tornado,Brazil,2.235834557,2004,0,138,N/A,N/A
2462,Tornado,Indonesia,3.746417813,2006,2,163,N/A,N/A
2463,Tornado,Brazil,3.476180655,2018,1,261,N/A,N/A
2464,Hurricane,China,4.485237245,1991,1,782,N/A,N/A
2465,Tornado,Brazil,5.823077852,1996,0,264,N/A,N/A
2466,Earthquake,Japan,2.361943454,1994,0,342,N/A,N/A
2467,Flood,Japan,8.838147786,1991,35,746,N/A,N/A
2468,Earthquake,China,5.427832709,2011,0,1456,N/A,N/A
2469,Tornado,USA,3.704314373,1994,0,350,N/A,N/A
2470,Hurricane,Japan,4.095493947,1996,0,505,N/A,N/A
2471,Earthquake,China,4.459072666,2008,2,1324,N/A,N/A
2472,Wildfire,Indonesia,6.496496058,2009,1,419,N/A,N/A
2473,Hurricane,India,8.199991372,1995,36,1155,N/A,N/A
2474,Wildfire,Indonesia,8.032436822,1999,0,405,N/A,N/A
2475,Earthquake,India,5.205544609,1991,1,690,N/A,N/A
2476,Hurricane,India,2.485467139,2018,4,562,N/A,N/A
2477,Earthquake,China,5.040939049,1993,1,890,N/A,N/A
2478,Wildfire,India,7.480271572,2001,2,672,N/A,N/A
2479,Wildfire,Brazil,8.504933913,2012,0,721,N/A,N/A
2480,Flood,China,6.610010059,1997,0,1038,N/A,N/A
2481,Tornado,Indonesia,8.450999732,1991,3,259,N/A,N/A
2482,Earthquake,China,0.797154913,2000,1,202,N/A,N/A
2483,Tornado,Japan,4.902531191,2016,0,415,N/A,N/A
2484,Hurricane,China,7.782933261,2009,37,2023,N/A,N/A
2485,Wildfire,USA,7.810407634,2014,2,1687,N/A,N/A
2486,Tornado,Brazil,8.574791531,1997,0,396,N/A,N/A
2487,Hurricane,Brazil,3.176688996,2006,0,453,N/A,N/A
2488,Hurricane,China,3.971865697,2000,2,806,N/A,N/A
2489,Earthquake,Brazil,5.26176548,2006,1,799,N/A,N/A
2490,Wildfire,USA,2.572159851,2000,0,418,N/A,N/A
2491,Tornado,Japan,4.73496811,1991,0,215,N/A,N/A
2492,Hurricane,India,2.750722193,1994,1,414,N/A,N/A
2493,Flood,India,8.03103415,2016,1,1401,N/A,N/A
2494,Flood,USA,5.098650482,2018,0,1386,N/A,N/A
2495,Wildfire,India,7.523692511,2007,24,840,N/A,N/A
2496,Tornado,Brazil,2.170755054,2016,1,146,N/A,N/A
2497,Earthquake,Brazil,5.974917458,2003,2,870,N/A,N/A
2498,Wildfire,USA,4.144586217,2002,0,651,N/A,N/A
2499,Wildfire,USA,6.496183438,1992,2,843,N/A,N/A
2500,Hurricane,USA,8.311726598,1990,2,1641,N/A,N/A
2501,Tornado,USA,7.060314037,1990,24,699,N/A,N/A
2502,Hurricane,Japan,9.652889653,2013,0,1779,N/A,N/A
2503,Flood,India,2.40461854,2007,1,302,N/A,N/A
2504,Tornado,Brazil,5.902350715,2007,2,392,N/A,N/A
2505,Tornado,Japan,3.357316269,1996,2,205,N/A,N/A
2506,Hurricane,Indonesia,2.166150015,2000,2,208,N/A,N/A
2507,Wildfire,China,7.081601314,2016,30,1121,N/A,N/A
2508,Hurricane,Brazil,5.006948265,2002,2,630,N/A,N/A
2509,Wildfire,USA,3.417366336,1991,1,427,N/A,N/A
2510,Tornado,Indonesia,4.708011707,2002,3,202,N/A,N/A
2511,Flood,USA,7.051185262,2003,23,1576,N/A,N/A
2512,Hurricane,Indonesia,4.475396511,2002,3,448,N/A,N/A
2513,Tornado,India,3.208575225,2012,1,259,N/A,N/A
2514,Flood,USA,3.883706251,1990,0,632,N/A,N/A
2515,Flood,Brazil,9.184741281,2014,21,1083,N/A,N/A
2516,Earthquake,Indonesia,2.3543961,1991,1,181,N/A,N/A
2517,Earthquake,Indonesia,5.831522648,2015,3,734,N/A,N/A
2518,Tornado,USA,5.852853667,2014,0,843,N/A,N/A
2519,Wildfire,Brazil,4.484545771,2000,3,312,N/A,N/A
2520,Hurricane,India,5.378279779,1996,0,733,N/A,N/A
2521,Tornado,Indonesia,2.726311238,1993,1,94,N/A,N/A
2522,Earthquake,Indonesia,3.563450746,1997,0,330,N/A,N/A
2523,Tornado,China,3.91902331,2014,0,481,N/A,N/A
2524,Tornado,USA,2.780582279,2013,1,387,N/A,N/A
2525,Wildfire,India,6.747970038,1998,3,618,N/A,N/A
2526,Hurricane,China,3.6805258,2010,1,912,N/A,N/A
2527,Wildfire,India,6.83057455,2017,1,852,N/A,N/A
2528,Tornado,India,5.011718007,2018,0,467,N/A,N/A
2529,Flood,Brazil,7.265265426,1999,25,672,N/A,N/A
2530,Hurricane,USA,9.653371607,2002,0,2721,N/A,N/A
2531,Flood,China,4.361395099,1993,0,554,N/A,N/A
2532,Tornado,China,6.929205017,2018,1,861,N/A,N/A
2533,Earthquake,Brazil,3.774880641,2013,0,656,N/A,N/A
2534,Hurricane,Indonesia,3.191248957,1999,0,278,N/A,N/A
2535,Tornado,India,9.310824459,2017,39,823,N/A,N/A
2536,Wildfire,China,6.563585305,2006,3,1003,N/A,N/A
2537,Tornado,China,9.933920197,1997,26,845,N/A,N/A
2538,Earthquake,Brazil,1.291487103,2017,2,248,N/A,N/A
2539,Earthquake,India,5.630703828,2011,0,1304,N/A,N/A
2540,Tornado,China,6.221377445,1994,0,539,N/A,N/A
2541,Wildfire,India,1.826481621,1992,2,129,N/A,N/A
2542,Flood,Brazil,3.008017629,2010,1,327,N/A,N/A
2543,Wildfire,USA,7.965630203,2000,26,1194,N/A,N/A
2544,Tornado,Brazil,6.174391629,2008,3,407,N/A,N/A
2545,Flood,Brazil,7.318250231,2009,1,873,N/A,N/A
2546,Tornado,China,9.186490897,2009,39,1046,N/A,N/A
2547,Earthquake,Brazil,3.593006927,1990,2,390,N/A,N/A
2548,Wildfire,India,9.616859702,2007,38,996,N/A,N/A
2549,Hurricane,USA,1.474290315,1996,0,347,N/A,N/A
2550,Hurricane,Japan,8.179907759,2009,1,1408,N/A,N/A
2551,Earthquake,China,5.709514412,1996,2,1096,N/A,N/A
2552,Tornado,Indonesia,3.863773738,2016,1,191,N/A,N/A
2553,Wildfire,Brazil,2.772382438,2001,3,188,N/A,N/A
2554,Earthquake,Indonesia,3.428918542,1996,0,318,N/A,N/A
2555,Tornado,Japan,9.47166236,2013,1,816,N/A,N/A
2556,Wildfire,USA,8.022015855,2004,25,1470,N/A,N/A
2557,Wildfire,Japan,6.992758532,2010,1,740,N/A,N/A
2558,Earthquake,Japan,1.031140161,1996,0,149,N/A,N/A
2559,Hurricane,Indonesia,3.190048478,2008,1,340,N/A,N/A
2560,Flood,China,8.545761383,2010,1,1472,N/A,N/A
2561,Earthquake,Japan,2.648669024,2017,0,565,N/A,N/A
2562,Earthquake,USA,1.629149803,2016,1,648,N/A,N/A
2563,Wildfire,India,6.658993574,2015,4,784,N/A,N/A
